StockCode,avg_daily_sales,on_hand_units,on_order_units,lead_time_days,reorder_point
84601A,17.333333333333332,312,59,8,138
84608,1.5,21,75,5,7
84609,3.864864864864865,104,16,8,30
84611B,1.75,50,78,17,29
84612B,5.0,90,72,16,80
84613A,2.2,57,38,15,33
84613C,5.166666666666667,134,41,17,87
84614A,1.7,35,47,14,23
84614C,3.0,48,11,19,57
84615,14.117647058823529,169,95,9,127
84616,3.272727272727273,62,88,13,42
84617,1.5714285714285714,17,17,5,7
84619,4.0,48,78,16,64
84620,2.630434782608696,65,95,9,23
84621,1.9333333333333333,21,5,6,11
84622,3.2857142857142856,62,42,13,42
84623,4.666666666666667,70,34,10,46
84625A,11.324324324324325,226,97,6,67
84625B,11.25,180,53,18,202
84625C,12.222222222222221,293,61,7,85
84625D,15.476190476190476,232,68,18,278
84626,1.0,29,81,12,12
84627,2.6315789473684212,47,15,5,13
84629,2.0,58,7,16,32
84630,2.0,42,88,7,14
84631,6.6976744186046515,187,95,17,113
84632,1.3636363636363635,39,89,14,19
84637,6.223404255319149,74,85,5,31
84638,7.142857142857143,171,30,15,107
84648,1.0,11,9,15,15
84653,1.1666666666666667,12,55,12,14
84656,1.6923076923076923,20,75,5,8
84657,14.470588235294118,217,91,17,246
84658,3.4516129032258065,82,69,9,31
84659A,3.675,69,19,8,29
84660A,17.916666666666668,322,4,11,197
84660B,13.545454545454545,135,22,18,243
84660C,9.415584415584416,235,8,9,84
84660a,1.4,21,57,12,16
84660b,1.1666666666666667,21,58,16,18
84660c,1.24,16,92,18,22
84661A,5.842105263157895,64,79,15,87
84661B,5.282608695652174,68,53,5,26
84661C,6.818181818181818,68,45,9,61
84661a,1.0,28,21,8,8
84661b,1.0,19,63,7,7
84661c,1.0,24,7,9,9
84663A,6.114754098360656,171,19,14,85
84664,8.391304347826088,209,50,19,159
84665,6.457142857142857,83,77,7,45
84666,12.555555555555555,138,38,12,150
84670,40.59375,893,36,17,690
84671B,6.055555555555555,60,49,7,42
84673A,5.813953488372093,151,33,5,29
84673B,4.412280701754386,97,74,13,57
84674,4.842105263157895,62,32,19,92
84675,4.03921568627451,64,30,13,52
84676,11.012987012987013,286,53,10,110
84678,7.739726027397261,139,43,14,108
84679,3.5,45,33,5,17
84680,5.875,164,70,12,70
84682,6.413043478260869,64,61,6,38
84683,12.488372093023257,237,22,13,162
84684,18.454545454545453,239,45,18,332
84685,4.027777777777778,72,55,12,48
84686,5.8059701492537314,127,6,7,40
84687,4.90625,112,88,17,83
84688,6.205882352941177,117,60,9,55
84689,8.666666666666666,130,2,13,112
84690,1.9285714285714286,48,37,17,32
84691,19.762589928057555,296,83,5,98
84692,38.55555555555556,1002,33,13,501
84705A,2.0,38,43,19,38
84705B,28.0,756,29,8,224
84705C,20.25,546,16,8,162
84705D,1.5714285714285714,18,58,19,29
84705F,1.6,46,9,8,12
84705b,1.0,24,98,14,14
84706A,19.571428571428573,469,83,16,313
84706B,2.2222222222222223,28,17,13,28
84706C,21.0,378,44,18,378
84706D,13.6875,383,90,10,136
84706F,2.0,52,58,15,30
84707A,2.314814814814815,46,61,12,27
84707B,1.6458333333333333,29,58,16,26
84708B,2.784313725490196,52,48,18,50
84709A,1.7692307692307692,47,99,8,14
84709B,2.4444444444444446,70,62,7,17
84711A,1.826086956521739,40,86,18,32
84711B,1.3448275862068966,22,31,5,6
84712B,1.719298245614035,27,9,14,24
84715,5.738095238095238,149,10,19,109
84720,17.5,420,69,19,332
84721,10.0,290,61,11,110
84723,4.5,108,46,8,36
84725,4.962962962962963,49,33,18,89
84726,58.25,1339,99,12,699
84731,1.0,14,16,18,18
84732B,4.666666666666667,93,53,7,32
84732D,3.0,75,75,5,15
84741C,4.204545454545454,46,84,9,37
84743C,1.8,30,39,18,32
84744,5.137931034482759,102,18,6,30
84745A,4.8,129,66,7,33
84745B,4.882352941176471,58,81,18,87
84746,1.4375,14,52,10,14
84748,16.956521739130434,339,63,7,118
84750A,8.0,200,82,7,56
84750B,9.08955223880597,245,46,16,145
84751B,2.111111111111111,52,5,10,21
84753A,5.388888888888889,102,15,9,48
84754,16.401574803149607,442,71,14,229
84755,82.52857142857142,1237,17,13,1072
84757,1.25,35,51,5,6
84760L,560.0,7280,47,17,9520
84760S,6.3428571428571425,139,42,7,44
84761,5.2075471698113205,119,38,7,36
84762A,2.5652173913043477,30,48,15,38
84762B,2.8974358974358974,55,11,10,28
84762C,2.8378378378378377,42,9,12,34
84763,10.534722222222221,105,70,7,73
84765,1.5,34,54,7,10
84766,8.333333333333334,141,0,10,83
84767,32.5,910,48,12,390
84770,15.0,345,35,10,150
84773,4.4186046511627906,83,20,17,75
84782A,5.409090909090909,140,36,16,86
84782B,1.6666666666666667,30,23,18,30
84782C,4.111111111111111,61,54,14,57
84789,4.320388349514563,86,24,7,30
84791,4.337662337662338,69,6,8,34
84792,6.716374269005848,174,80,5,33
84795A,4.16,41,92,17,70
84795B,3.5058823529411764,49,93,12,42
84795C,3.9156626506024095,70,70,8,31
84795D,3.3157894736842106,89,96,10,33
84795E,2.0,22,70,15,30
84795b,1.3571428571428572,27,23,7,9
84796A,2.8979591836734695,43,10,15,43
84796B,4.761904761904762,80,72,16,76
84796a,1.75,22,11,15,26
84796b,1.0,27,34,10,10
84797A,20.041666666666668,400,62,16,320
84797B,17.944444444444443,251,67,15,269
84797a,2.25,54,99,13,29
84797b,3.5,94,91,13,45
84798A,19.5,214,56,14,273
84798B,32.6,652,12,7,228
84798C,5.333333333333333,117,22,7,37
84799,23.379310344827587,303,82,8,187
84800L,17.105263157894736,273,38,16,273
84800M,9.615384615384615,192,87,11,105
84800S,21.555555555555557,280,79,7,150
84801A,18.133333333333333,435,96,14,253
84801B,12.588235294117647,125,11,12,151
84802A,7.708333333333333,92,33,15,115
84802B,24.176470588235293,556,70,12,290
84803A,7.0,105,74,10,70
84803B,4.2,113,30,8,33
84804A,12.823529411764707,128,92,15,192
84804B,18.68421052631579,280,61,16,298
84805A,18.375,275,12,15,275
84805B,37.77777777777778,944,30,9,340
84806A,17.72222222222222,248,1,16,283
84806B,14.0625,365,14,6,84
84807,33.285714285714285,632,56,17,565
84809A,14.526315789473685,392,74,10,145
84809B,42.285714285714285,676,33,7,296
84813,5.146341463414634,61,67,19,97
84814A,1.0,22,74,10,10
84814B,3.5,84,28,16,56
84815,19.291666666666668,559,65,9,173
84816,1.65,46,15,18,29
84817,15.128571428571428,181,38,6,90
84818,10.706586826347305,139,76,19,203
84819,12.788732394366198,179,36,16,204
84820,6.46,64,80,17,109
84821,19.96969696969697,259,20,18,359
84823,7.5,157,43,9,67
84824,1.3103448275862069,24,18,9,11
84826,39.40909090909091,1142,70,18,709
84827,39.5,869,7,13,513
84828,10.09274193548387,232,76,15,151
84830,16.142857142857142,226,65,12,193
84832,19.192090395480225,249,40,16,307
84836,37.306390977443606,858,74,16,596
84837,2.3679245283018866,44,87,11,26
84838,16.666666666666668,433,69,19,316
84839,8.144385026737968,154,60,19,154
84840,2.9072164948453607,46,25,16,46
84842,44.26470588235294,1106,70,17,752
84843,2.88659793814433,28,82,19,54
84845A,1.0,26,69,18,18
84845C,3.230769230769231,58,28,7,22
84845D,4.1,61,65,14,57
84846A,4.921568627450981,137,18,8,39
84847,50.65217391304348,1114,67,10,506
84849A,4.947368421052632,59,57,7,34
84849B,8.962962962962964,143,69,15,134
84849D,7.637254901960785,137,56,13,99
84854,4.9480519480519485,69,36,12,59
84855,3.272727272727273,62,60,10,32
84856L,3.606060606060606,93,91,8,28
84856S,16.103448275862068,338,29,11,177
84857A,2.6666666666666665,66,70,17,45
84857B,24.0,288,72,19,456
84857C,13.133333333333333,236,24,15,197
84858A,6.625,159,96,7,46
84858B,46.57142857142857,652,64,14,652
84858C,12.392857142857142,272,5,19,235
84859A,5.425925925925926,124,17,12,65
84859B,15.666666666666666,454,9,5,78
84859C,8.685714285714285,208,91,7,60
84864A,1.75,43,10,15,26
84865,1.7906976744186047,39,96,9,16
84867A,5.333333333333333,138,64,9,48
84867a,1.0,17,76,14,14
84867b,2.0,22,83,18,36
84868A,1.0,14,64,6,6
84868B,1.25,18,51,14,17
84869,12.583333333333334,264,66,12,151
84870B,2.3684210526315788,63,81,9,21
84870C,2.5833333333333335,25,77,11,28
84872A,2.4246575342465753,63,30,19,46
84872a,2.6363636363636362,52,90,11,29
84873A,2.4615384615384617,46,16,18,44
84873a,8.0,224,54,9,72
84874B,2.5294117647058822,58,92,12,30
84875A,1.3333333333333333,25,35,13,17
84875B,15.541666666666666,373,25,8,124
84875D,17.666666666666668,494,52,8,141
84876B,9.297297297297296,120,16,12,111
84876C,2.3333333333333335,25,85,5,11
84876D,10.34375,186,24,19,196
84877A,4.352941176470588,82,1,8,34
84877B,7.275,145,85,10,72
84877D,4.2105263157894735,96,4,17,71
84879,137.5979381443299,2201,3,8,1100
84880,7.086065573770492,170,35,10,70
84881,2.1666666666666665,60,5,9,19
84882,1.9411764705882353,46,20,18,34
84884A,7.237288135593221,123,76,13,94
84884a,1.6896551724137931,33,88,14,23
84886,1.3333333333333333,24,25,13,17
84891B,2.2,52,54,8,17
84893,2.2,22,38,17,37
84898F,3.75,37,83,18,67
84899E,2.9444444444444446,82,32,8,23
84899F,2.630434782608696,31,13,16,42
84901,1.9838709677419355,37,55,12,23
84902,2.0,34,99,14,28
84905,3.2409638554216866,77,80,19,61
84906,3.142857142857143,59,20,8,25
84907,11.848484848484848,118,45,6,71
84908A,12.705882352941176,343,15,17,216
84908B,13.59375,149,15,17,231
84909A,14.928571428571429,418,83,18,268
84910A,8.470588235294118,186,28,19,160
84912A,6.0777777777777775,60,91,6,36
84912B,5.653266331658291,62,7,5,28
84912a,2.0,50,87,9,18
84913A,3.117948717948718,74,2,19,59
84913B,2.727272727272727,59,88,10,27
84914A,1.2,30,18,13,15
84915,6.882352941176471,178,96,9,61
84916,5.117647058823529,81,65,17,87
84917,5.088888888888889,132,78,10,50
84918,4.078431372549019,65,85,10,40
84919,7.461538461538462,164,73,7,52
84920,2.68,37,81,16,42
84921,1.9285714285714286,50,21,8,15
84922,20.11764705882353,241,45,5,100
84923,2.034782608695652,32,90,8,16
84924A,2.418181818181818,62,12,5,12
84924D,50.93333333333333,814,32,19,967
84924F,97.5,975,4,9,877
84925A,10.529411764705882,273,89,15,157
84925C,2.8,72,76,15,42
84925D,17.384615384615383,347,26,12,208
84925E,25.0,300,77,12,300
84925F,21.0,504,23,9,189
84926A,13.551020408163266,271,66,18,243
84926B,6.0,150,62,14,84
84926C,6.2727272727272725,112,93,6,37
84926D,17.177777777777777,171,98,16,274
84926E,23.5,587,47,10,235
84926F,12.1,217,62,5,60
84927A,6.848484848484849,191,77,11,75
84927D,35.2962962962963,741,11,15,529
84927E,17.03448275862069,476,27,8,136
84927F,5.583333333333333,100,43,9,50
84929,37.75609756097561,604,92,10,377
84931A,2.7945205479452055,64,42,15,41
84931B,3.7534246575342465,105,16,5,18
84932A,11.391304347826088,318,39,13,148
84932B,11.8125,129,48,14,165
84932C,9.4,169,84,8,75
84932D,13.277777777777779,292,56,12,159
84933A,21.833333333333332,524,86,9,196
84933B,27.2,326,83,15,408
84933C,27.2,544,63,12,326
84934,57.25,1316,74,19,1087
84937,33.01298701298701,561,56,5,165
84942,1.0,27,97,12,12
84944,9.30327868852459,260,73,15,139
84945,63.92011834319526,1598,73,17,1086
84946,68.08163265306122,748,69,15,1021
84947,42.16,716,99,8,337
84948,9.75,146,87,6,58
84949,31.025974025974026,651,75,15,465
84950,27.96759259259259,671,42,10,279
84951A,6.158415841584159,104,22,6,36
84951B,6.494252873563219,84,26,9,58
84951b,2.5,60,57,6,15
84952A,4.228571428571429,122,36,7,29
84952B,10.11111111111111,262,5,15,151
84952C,11.0,242,64,10,110
84962,1.5,40,5,5,7
84963A,2.5555555555555554,28,49,10,25
84963B,3.0,66,21,7,21
84964A,5.5,121,87,11,60
84964B,8.5,204,24,6,51
84965A,6.666666666666667,193,78,18,120
84965B,6.75,128,89,10,67
84966A,3.25,39,71,12,39
84966B,8.25,231,50,19,156
84966C,11.5,138,87,19,218
84967A,1.0,23,47,19,19
84967B,2.1818181818181817,37,69,5,10
84967C,2.25,29,98,15,33
84968A,3.4802631578947367,100,64,15,52
84968B,4.6521739130434785,93,59,17,79
84968C,4.333333333333333,86,45,13,56
84968D,5.552941176470588,111,35,9,49
84968E,4.777777777777778,52,57,9,43
84968F,3.0721649484536084,79,75,17,52
84968a,1.5,27,37,16,24
84968b,1.0,11,10,9,9
84968d,1.0,24,11,10,10
84968e,1.3333333333333333,33,41,6,8
84968f,1.0,13,38,10,10
84969,3.971311475409836,67,70,18,71
84970L,36.70886075949367,660,10,15,550
84970S,50.853846153846156,711,35,8,406
84970l,4.957446808510638,123,51,12,59
84970s,5.828125,128,30,17,99
84971L,14.268292682926829,228,32,15,214
84971S,20.6,597,12,13,267
84971l,2.0,52,17,13,26
84971s,2.0,24,40,12,24
84972L,3.774193548387097,52,57,7,26
84974,1.679245283018868,47,55,14,23
84975,14.316546762589928,300,23,15,214
84976,13.215686274509803,211,72,15,198
84977,5.575,100,30,8,44
84978,41.15559772296015,617,54,5,205
84984A,16.625,432,9,13,216
84984B,20.125,503,59,9,181
84984C,14.5,174,1,10,145
84984D,7.95,103,14,7,55
84985A,5.366666666666666,101,2,15,80
84985B,5.565217391304348,77,42,14,77
84985a,1.25,23,30,12,15
84985b,1.0,21,69,19,19
84986B,7.8545454545454545,149,66,11,86
84986b,1.2,26,55,5,6
84987,18.579908675799086,371,62,14,260
84988,17.338204592901878,433,74,16,277
84989A,16.96,288,14,9,152
84989B,21.020833333333332,357,91,14,294
84989a,1.8974358974358974,32,9,13,24
84989b,2.5,55,37,16,40
84990,31.466666666666665,346,46,15,472
84991,96.65116279069767,2029,56,16,1546
84992,67.17567567567568,1276,49,10,671
84993A,9.741721854304636,204,70,12,116
84993B,7.25,145,14,14,101
84993a,1.8214285714285714,43,17,5,9
84993b,3.3333333333333335,83,81,14,46
84997A,15.028985507246377,390,87,15,225
84997B,19.86480686695279,218,1,11,218
84997C,19.25164113785558,519,83,7,134
84997D,22.380252100840337,469,97,13,290
84997a,3.0689655172413794,85,42,10,30
84997b,6.345679012345679,171,25,9,57
84997c,4.706666666666667,122,70,12,56
84997d,4.6375,69,37,12,55
85006,82.4054054054054,1977,93,16,1318
85007,9.533333333333333,114,41,16,152
85008,3.127906976744186,46,4,7,21
85014A,12.42741935483871,149,10,6,74
85014B,14.585308056872037,145,64,19,277
85014C,12.155555555555555,267,33,6,72
85014D,39.958333333333336,919,0,18,719
85014a,1.32,29,82,9,11
85014b,1.3448275862068966,17,1,14,18
85015,14.761421319796954,236,84,16,236
85016,12.719696969696969,241,19,11,139
85017A,9.330645161290322,149,60,12,111
85017B,9.493617021276595,227,86,14,132
85017C,11.688172043010752,280,20,19,222
85018A,1.5,19,87,12,18
85018B,1.5,22,67,17,25
85018C,9.0,261,11,16,144
85018D,15.74,220,21,12,188
85019A,13.479166666666666,390,19,19,256
85019B,15.955555555555556,335,81,14,223
85019C,16.92,169,0,16,270
85020,4.285714285714286,72,29,15,64
85023A,2.4444444444444446,24,96,7,17
85023B,7.918918918918919,110,23,18,142
85023C,2.3,34,13,15,34
85024A,1.0,12,35,6,6
85024B,10.9,261,68,17,185
85024C,2.4146341463414633,33,74,8,19
85025B,6.551724137931035,150,23,19,124
85025C,6.666666666666667,180,59,5,33
85026B,10.344827586206897,258,94,7,72
85027L,5.277777777777778,79,54,15,79
85028L,11.291666666666666,259,76,13,146
85028S,14.827586206896552,252,79,11,163
85030,8.791666666666666,140,23,11,96
85031A,5.817073170731708,98,76,5,29
85031B,7.402985074626866,162,23,11,81
85031C,5.865853658536586,87,53,14,82
85032A,12.008333333333333,324,25,11,132
85032B,8.46551724137931,93,65,8,67
85032C,7.508474576271187,127,79,11,82
85032D,11.366336633663366,227,37,12,136
85033G,16.857142857142858,168,64,7,118
85033S,8.89655172413793,133,74,17,151
85034A,8.21359223300971,205,50,14,114
85034B,11.94949494949495,346,34,6,71
85034C,11.628318584070797,244,42,11,127
85034a,1.0,20,28,9,9
85034b,1.0,19,36,9,9
85035A,4.581560283687943,54,80,18,82
85035B,9.30188679245283,204,57,9,83
85035C,10.351145038167939,124,53,19,196
85035a,1.0,24,38,11,11
85035b,1.2,30,41,13,15
85035c,1.0,22,27,15,15
85036A,4.421428571428572,114,28,12,53
85036B,8.305555555555555,99,42,10,83
85036C,8.78,254,2,11,96
85036a,2.0,40,9,13,26
85036b,1.0,28,58,18,18
85038,11.385245901639344,227,13,15,170
85039A,7.869565217391305,196,75,10,78
85039B,8.609375,103,46,5,43
85039C,5.36,80,41,8,42
85039a,1.7777777777777777,40,93,12,21
85039b,4.0,108,31,11,44
85040A,7.4548736462093865,193,31,7,52
85040B,13.17741935483871,171,41,14,184
85040a,1.7586206896551724,42,31,7,12
85040b,2.3333333333333335,46,25,15,35
85041,29.887096774193548,358,0,7,209
85042,15.794117647058824,189,55,16,252
85043,1.0,25,1,19,19
85044,4.65625,65,80,5,23
85045,7.476190476190476,142,29,19,142
85047,7.453900709219858,208,70,14,104
85048,13.629441624365482,177,51,5,68
85049A,22.95149253731343,642,90,10,229
85049B,10.270531400966183,205,8,18,184
85049C,8.793510324483776,96,21,18,158
85049D,9.031007751937985,171,33,5,45
85049E,16.362694300518136,327,48,9,147
85049F,9.377777777777778,271,0,8,75
85049G,12.513071895424837,312,72,9,112
85049H,8.608333333333333,241,83,11,94
85049a,9.644444444444444,192,52,10,96
85049b,1.3333333333333333,30,82,16,21
85049c,1.0,11,99,13,13
85049d,1.0,14,39,10,10
85049e,5.153846153846154,72,44,13,67
85049g,2.2115384615384617,61,67,8,17
85050,48.0,1008,8,5,240
85053,8.646808510638298,233,21,5,43
85054,5.325581395348837,69,17,14,74
85055,3.860215053763441,100,75,11,42
85059,4.197604790419161,79,42,17,71
85060,21.939393939393938,636,38,17,372
85061W,19.892744479495267,298,72,17,338
85062,15.120622568093385,347,5,7,105
85063,2.5245901639344264,50,82,6,15
85064,10.562913907284768,211,47,18,190
85065,3.9240506329113924,105,6,10,39
85066,6.7785087719298245,183,79,10,67
85067,3.757575757575758,75,68,17,63
85068,8.067226890756302,169,15,11,88
85069,3.0,42,0,9,27
85070,1.0,18,36,12,12
85071A,17.822429906542055,320,82,11,196
85071B,18.870967741935484,358,36,6,113
85071C,11.077586206896552,310,80,19,210
85071D,9.608695652173912,96,63,5,48
85072,120.0,1920,89,17,2040
85077,1.0,13,85,18,18
85078,18.357723577235774,183,61,13,238
85079,3.2857142857142856,78,71,9,29
85080,5.947368421052632,101,60,16,95
85081,5.777777777777778,121,32,15,86
85083,2.5,67,65,9,22
85084,13.372549019607844,320,29,16,213
85086A,4.851239669421488,126,19,14,67
85087,3.853211009174312,88,59,8,30
85088,4.957142857142857,114,81,6,29
85089,3.6666666666666665,99,73,9,33
85090,2.4651162790697674,71,23,6,14
85091,20.176470588235293,544,3,16,322
85092,17.0,425,36,11,187
85093,12.151785714285714,121,3,15,182
85094,9.268292682926829,185,76,13,120
85095,4.35,104,88,13,56
85096,2.5625,53,76,15,38
85097B,3.212121212121212,54,17,10,32
85098B,4.463414634146342,129,87,5,22
85099B,164.27334465195247,2464,65,17,2792
85099C,54.714285714285715,656,47,10,547
85099F,67.26277372262774,1479,32,9,605
85099b,41.9,921,57,8,335
85099c,4.25,46,82,16,68
85099f,8.73913043478261,122,72,10,87
85103,4.283783783783784,111,27,10,42
85104,7.02,105,34,18,126
85106,22.884615384615383,251,9,10,228
85107,19.403225806451612,252,64,6,116
85109,233.94444444444446,4678,41,19,4444
85110,548.5714285714286,9325,84,18,9874
85111,43.38805970149254,911,8,11,477
85112,25.833333333333332,439,59,18,465
85113,7.5,150,14,8,60
85114A,14.269662921348315,413,98,17,242
85114B,11.268156424581006,191,56,19,214
85114C,9.0,153,68,16,144
85114a,3.7333333333333334,97,21,13,48
85114b,3.2941176470588234,95,63,14,46
85114c,5.285714285714286,153,40,6,31
85115B,3.0,75,86,9,27
85116,13.071942446043165,300,70,18,235
85117,7.711111111111111,154,55,8,61
85118,29.768115942028984,476,22,13,386
85119,11.162162162162161,279,24,8,89
85121B,2.15,47,90,12,25
85121C,2.0851063829787235,50,5,12,25
85123A,156.22388059701493,3905,33,10,1562
85123a,7.588235294117647,136,62,10,75
85123b,1.0,12,8,15,15
85124A,4.9605263157894735,138,59,12,59
85124B,3.6770833333333335,106,48,16,58
85124C,4.135922330097087,57,96,17,70
85124a,1.25,23,50,16,20
85124b,1.0,26,59,14,14
85124c,1.5,36,69,13,19
85125,5.618181818181818,95,36,19,106
85126,4.588235294117647,110,30,9,41
85127,3.8333333333333335,88,97,15,57
85128,41.75,1210,40,5,208
85129A,7.0476190476190474,112,61,5,35
85129B,4.480769230769231,94,92,19,85
85129C,6.39344262295082,166,57,6,38
85129D,5.624113475177305,146,13,14,78
85130A,9.133333333333333,173,35,14,127
85130B,12.146666666666667,340,35,9,109
85130C,10.46031746031746,240,78,8,83
85130D,8.123711340206185,162,7,5,40
85131A,13.235294117647058,145,25,8,105
85131B,5.925,159,35,8,47
85131C,6.859375,109,47,14,96
85131D,8.061452513966481,169,84,8,64
85132A,9.296551724137931,102,27,5,46
85132B,11.345679012345679,329,67,13,147
85132C,11.584269662921349,312,61,18,208
85132a,1.25,18,79,7,8
85132b,1.25,23,85,17,21
85132c,1.0,29,75,8,8
85135A,1.8076923076923077,43,79,9,16
85135B,1.819277108433735,25,50,17,30
85135C,1.8409090909090908,53,41,17,31
85136A,1.5862068965517242,19,28,11,17
85136B,1.475,20,81,10,14
85136C,1.9042553191489362,32,9,9,17
85141,3.1379310344827585,53,38,12,37
85142,1.7272727272727273,29,81,18,31
85144,4.783333333333333,100,0,5,23
85145,3.5,59,38,11,38
85146,4.37037037037037,87,20,16,69
85147,4.357142857142857,100,64,10,43
85150,19.045558086560366,323,14,15,285
85151,8.8,167,3,9,79
85152,31.91617933723197,510,59,11,351
85157,1.0,26,60,7,7
85159A,6.833333333333333,88,19,5,34
85159B,7.9397590361445785,174,9,13,103
85159b,1.0,13,86,6,6
85160A,293.8666666666667,4114,33,17,4995
85160B,186.5151515151515,2424,47,14,2611
85160a,2.6666666666666665,72,32,19,50
85160b,1.0,15,97,7,7
85161,1.7,18,60,12,20
85162A,30.35,607,9,16,485
85162B,75.15384615384616,1728,53,14,1052
85162C,33.48148148148148,468,83,13,435
85163A,1.9807692307692308,29,64,17,33
85163B,2.1296296296296298,40,76,7,14
85164B,2.5925925925925926,44,0,10,25
85164b,1.0,23,4,11,11
85165,1.8,21,79,19,34
85166A,7.7,161,14,5,38
85166B,15.0,375,27,18,270
85167A,16.0,416,94,11,176
85167B,12.814814814814815,128,22,8,102
85168A,1.4666666666666666,27,16,9,13
85168B,1.565217391304348,29,97,12,18
85169A,10.347107438016529,113,12,8,82
85169B,5.417721518987341,97,13,19,102
85169C,8.14516129032258,179,10,8,65
85169D,6.5125,162,27,12,78
85170A,11.777777777777779,318,41,19,223
85170B,5.1454545454545455,144,95,9,46
85170C,5.838709677419355,122,98,17,99
85170D,5.6484375,96,60,10,56
85171,1.0,26,63,16,16
85172,32.853846153846156,788,30,15,492
85173,8.209677419354838,155,80,18,147
85174,5.906882591093117,141,72,9,53
85175,54.048611111111114,1297,9,5,270
85176,12.052631578947368,192,7,11,132
85177,14.330708661417322,315,20,10,143
85178,25.36111111111111,659,76,6,152
85179A,4.09433962264151,73,58,15,61
85179B,6.473684210526316,110,49,11,71
85179C,3.411764705882353,98,68,10,34
85179a,1.0,27,69,9,9
85180A,9.676923076923076,212,29,12,116
85180B,7.137254901960785,178,94,9,64
85183A,13.03448275862069,234,16,15,195
85183B,12.410071942446043,260,74,6,74
85184B,2.3333333333333335,49,19,10,23
85184C,10.435779816513762,156,47,18,187
85184D,145.80701754385964,4082,72,16,2332
85184c,1.0,16,1,5,5
85184d,1.0,12,36,9,9
85185B,3.8758169934640523,96,0,18,69
85185C,2.5217391304347827,68,3,10,25
85185D,3.3620689655172415,84,99,19,63
85185E,2.0,32,53,11,22
85185F,2.3125,30,24,18,41
85186A,13.63888888888889,231,2,6,81
85186B,7.0,154,8,5,35
85186C,13.461538461538462,296,85,10,134
85187,5.771084337349397,150,86,7,40
85188A,12.586666666666666,327,75,9,113
85188B,14.666666666666666,205,73,16,234
85189,24.5,367,33,19,465
85190,11.5,322,42,15,172
85192S,1.5,33,73,17,25
85194L,18.18,418,93,19,345
85194S,16.761904761904763,217,21,6,100
85195,8.588235294117647,137,69,19,163
85196,34.75555555555555,590,1,5,173
85197,29.803571428571427,655,93,5,149
85198,87.70454545454545,1315,65,17,1490
85199L,16.690821256038646,250,31,15,250
85199S,20.276094276094277,243,15,8,162
85200,15.367647058823529,184,75,14,215
85202,7.411042944785276,163,0,17,125
85203,8.708333333333334,95,71,6,52
85204,17.69172932330827,442,47,5,88
85205A,4.125,61,49,10,41
85205B,4.634615384615385,78,12,18,83
85206A,19.391666666666666,329,14,8,155
85206B,22.28985507246377,334,52,14,312
85208,5.526315789473684,127,43,17,93
85211,4.434782608695652,53,7,16,70
85212,26.212962962962962,498,73,19,498
85213,19.408450704225352,232,45,11,213
85214,3.8646616541353382,81,68,15,57
85215,14.084745762711865,366,18,10,140
85216,20.35,284,37,9,183
85217,24.521367521367523,711,10,14,343
85218,996.0,17928,42,16,15936
85220,2447.2,70968,19,17,41602
85221,93.63157894736842,1498,19,16,1498
85222,34.292682926829265,445,20,16,548
85224,37.111111111111114,816,81,16,593
85225,1.7272727272727273,38,56,6,10
85226A,16.97029702970297,322,49,9,152
85226C,14.761194029850746,398,73,13,191
85227,12.6007326007326,327,97,13,163
85230A,43.30434782608695,1255,25,6,259
85230B,35.333333333333336,1024,29,11,388
85230C,24.0,528,72,14,336
85230D,24.0,624,30,18,432
85230E,40.08196721311475,521,41,8,320
85230F,54.55555555555556,545,67,17,927
85230G,38.18181818181818,381,60,17,649
85231B,8.34959349593496,200,60,7,58
85231E,12.279411764705882,270,69,15,184
85231G,7.882352941176471,204,77,5,39
85231L,15.507462686567164,263,67,7,108
85231b,1.0,27,89,15,15
85231e,1.0,22,16,13,13
85231g,1.0,23,18,18,18
85232A,3.125,53,50,19,59
85232B,12.244,208,69,13,159
85232C,1.0,24,62,11,11
85232D,3.9829545454545454,87,92,7,27
85232a,1.0,16,74,17,17
85232b,1.6666666666666667,23,79,7,11
85232d,1.0,26,29,8,8
90000A,1.736842105263158,43,24,11,19
90000B,1.45,15,74,11,15
90000C,1.0,27,70,16,16
90000D,1.5454545454545454,40,25,16,24
90001A,1.1,17,55,18,19
90001B,1.4444444444444444,31,21,6,8
90001C,1.1,29,88,16,17
90001D,1.8181818181818181,41,18,19,34
90002A,2.5714285714285716,69,30,9,23
90002B,2.0,44,25,11,22
90002C,1.9411764705882353,38,41,11,21
90002D,3.25,81,40,10,32
90002E,1.6363636363636365,42,99,14,22
90003B,1.8333333333333333,31,22,14,25
90003C,1.5,42,46,16,24
90003D,2.0,58,12,12,24
90003E,1.5238095238095237,36,88,7,10
90004A,1.0,18,65,19,19
90005A,2.2083333333333335,64,65,5,11
90010A,1.6896551724137931,32,15,7,11
90010B,2.032258064516129,42,72,15,30
90010E,1.6470588235294117,47,27,6,9
90011A,1.0,10,76,6,6
90011B,1.4285714285714286,41,34,18,25
90011C,1.7142857142857142,30,40,18,30
90011D,1.0,24,76,6,6
90011E,1.0,10,30,9,9
90012A,1.8571428571428572,39,84,17,31
90012B,2.8333333333333335,34,31,5,14
90013A,1.5972222222222223,31,53,14,22
90013B,1.4647887323943662,16,97,8,11
90013C,1.6603773584905661,41,71,18,29
90013D,2.875,51,58,14,40
90013E,1.0,24,40,9,9
